,folder,lines
THUCNews/房产/268868.txt,房产,9.0
THUCNews/房产/283979.txt,房产,13.0
THUCNews/房产/267600.txt,房产,6.0
THUCNews/房产/280296.txt,房产,16.0
THUCNews/房产/283418.txt,房产,18.0
THUCNews/房产/276707.txt,房产,9.0
THUCNews/房产/282939.txt,房产,6.0
THUCNews/房产/279695.txt,房产,9.0
THUCNews/房产/267916.txt,房产,14.0
THUCNews/房产/279077.txt,房产,8.0
THUCNews/房产/267683.txt,房产,36.0
THUCNews/房产/268552.txt,房产,13.0
THUCNews/房产/281804.txt,房产,11.0
THUCNews/房产/267180.txt,房产,11.0
THUCNews/房产/281177.txt,房产,16.0
THUCNews/房产/268694.txt,房产,47.0
THUCNews/房产/272065.txt,房产,5.0
THUCNews/房产/272635.txt,房产,5.0
THUCNews/房产/264800.txt,房产,19.0
THUCNews/房产/269626.txt,房产,9.0
THUCNews/房产/267446.txt,房产,14.0
THUCNews/房产/269462.txt,房产,11.0
THUCNews/房产/266559.txt,房产,16.0
THUCNews/房产/279417.txt,房产,12.0
THUCNews/房产/279461.txt,房产,9.0
THUCNews/房产/269954.txt,房产,34.0
THUCNews/房产/276455.txt,房产,17.0
THUCNews/房产/278280.txt,房产,12.0
THUCNews/房产/269409.txt,房产,24.0
THUCNews/房产/280647.txt,房产,8.0
THUCNews/房产/269197.txt,房产,15.0
THUCNews/房产/266782.txt,房产,10.0
THUCNews/房产/282643.txt,房产,19.0
THUCNews/房产/271529.txt,房产,8.0
THUCNews/房产/280270.txt,房产,8.0
THUCNews/房产/281114.txt,房产,11.0
THUCNews/房产/271037.txt,房产,4.0
THUCNews/房产/278760.txt,房产,8.0
THUCNews/房产/280485.txt,房产,11.0
THUCNews/房产/279084.txt,房产,9.0
THUCNews/房产/283967.txt,房产,12.0
THUCNews/房产/269610.txt,房产,9.0
THUCNews/房产/281190.txt,房产,10.0
THUCNews/房产/282807.txt,房产,16.0
THUCNews/房产/265072.txt,房产,30.0
THUCNews/房产/278084.txt,房产,16.0
THUCNews/房产/272167.txt,房产,6.0
THUCNews/房产/276411.txt,房产,9.0
THUCNews/房产/265918.txt,房产,26.0
THUCNews/房产/284035.txt,房产,5.0
THUCNews/房产/266312.txt,房产,15.0
THUCNews/房产/267909.txt,房产,5.0
THUCNews/房产/279458.txt,房产,10.0
THUCNews/房产/271637.txt,房产,7.0
THUCNews/房产/282162.txt,房产,9.0
THUCNews/房产/282670.txt,房产,10.0
THUCNews/房产/277500.txt,房产,14.0
THUCNews/房产/276246.txt,房产,12.0
THUCNews/房产/278271.txt,房产,10.0
THUCNews/房产/265823.txt,房产,27.0
THUCNews/房产/268614.txt,房产,42.0
THUCNews/房产/279288.txt,房产,11.0
THUCNews/房产/267126.txt,房产,7.0
THUCNews/房产/269507.txt,房产,10.0
THUCNews/房产/267991.txt,房产,17.0
THUCNews/房产/277839.txt,房产,13.0
THUCNews/房产/264635.txt,房产,22.0
THUCNews/房产/280776.txt,房产,14.0
THUCNews/房产/274042.txt,房产,7.0
THUCNews/房产/278245.txt,房产,9.0
THUCNews/房产/283389.txt,房产,10.0
THUCNews/房产/272971.txt,房产,7.0
THUCNews/房产/276872.txt,房产,4.0
THUCNews/房产/282077.txt,房产,10.0
THUCNews/房产/280835.txt,房产,9.0
THUCNews/房产/270859.txt,房产,19.0
THUCNews/房产/265846.txt,房产,10.0
THUCNews/房产/267398.txt,房产,8.0
THUCNews/房产/278900.txt,房产,7.0
THUCNews/房产/272815.txt,房产,6.0
THUCNews/房产/269791.txt,房产,36.0
THUCNews/房产/272794.txt,房产,6.0
THUCNews/房产/270211.txt,房产,6.0
THUCNews/房产/280309.txt,房产,10.0
THUCNews/房产/276153.txt,房产,17.0
THUCNews/房产/282580.txt,房产,12.0
THUCNews/房产/282224.txt,房产,10.0
THUCNews/房产/274361.txt,房产,13.0
THUCNews/房产/264523.txt,房产,10.0
THUCNews/房产/265899.txt,房产,9.0
THUCNews/房产/281608.txt,房产,18.0
THUCNews/房产/282608.txt,房产,20.0
THUCNews/房产/281070.txt,房产,12.0
THUCNews/房产/266170.txt,房产,11.0
THUCNews/房产/268134.txt,房产,5.0
THUCNews/房产/274739.txt,房产,13.0
THUCNews/房产/274900.txt,房产,12.0
THUCNews/房产/280553.txt,房产,11.0
THUCNews/房产/271770.txt,房产,7.0
THUCNews/房产/266977.txt,房产,7.0
THUCNews/房产/276805.txt,房产,12.0
THUCNews/房产/275668.txt,房产,13.0
THUCNews/房产/274534.txt,房产,14.0
THUCNews/房产/278968.txt,房产,10.0
THUCNews/房产/282511.txt,房产,11.0
THUCNews/房产/269767.txt,房产,5.0
THUCNews/房产/271412.txt,房产,7.0
THUCNews/房产/271489.txt,房产,6.0
THUCNews/房产/278988.txt,房产,12.0
THUCNews/房产/278660.txt,房产,12.0
THUCNews/房产/269815.txt,房产,8.0
THUCNews/房产/264755.txt,房产,10.0
THUCNews/房产/277340.txt,房产,11.0
THUCNews/房产/267248.txt,房产,17.0
THUCNews/房产/275387.txt,房产,9.0
THUCNews/房产/275839.txt,房产,9.0
THUCNews/房产/276148.txt,房产,9.0
THUCNews/房产/273421.txt,房产,8.0
THUCNews/房产/274226.txt,房产,10.0
THUCNews/房产/277157.txt,房产,13.0
THUCNews/房产/278492.txt,房产,9.0
THUCNews/房产/279865.txt,房产,12.0
THUCNews/房产/269423.txt,房产,9.0
THUCNews/房产/268829.txt,房产,20.0
THUCNews/房产/271252.txt,房产,9.0
THUCNews/房产/268983.txt,房产,7.0
THUCNews/房产/264954.txt,房产,13.0
THUCNews/房产/274218.txt,房产,7.0
THUCNews/房产/266192.txt,房产,10.0
THUCNews/房产/274623.txt,房产,14.0
THUCNews/房产/278321.txt,房产,11.0
THUCNews/房产/280966.txt,房产,8.0
THUCNews/房产/280315.txt,房产,9.0
THUCNews/房产/272182.txt,房产,5.0
THUCNews/房产/282813.txt,房产,11.0
THUCNews/房产/275300.txt,房产,22.0
THUCNews/房产/273355.txt,房产,7.0
THUCNews/房产/268376.txt,房产,11.0
THUCNews/房产/280886.txt,房产,14.0
THUCNews/房产/264597.txt,房产,13.0
THUCNews/房产/268033.txt,房产,11.0
THUCNews/房产/272294.txt,房产,11.0
THUCNews/房产/269712.txt,房产,29.0
THUCNews/房产/275480.txt,房产,8.0
THUCNews/房产/273570.txt,房产,8.0
THUCNews/房产/274114.txt,房产,10.0
THUCNews/房产/266242.txt,房产,9.0
THUCNews/房产/269396.txt,房产,19.0
THUCNews/房产/275201.txt,房产,16.0
THUCNews/房产/272184.txt,房产,8.0
THUCNews/房产/274060.txt,房产,7.0
THUCNews/房产/269077.txt,房产,8.0
THUCNews/房产/277036.txt,房产,9.0
THUCNews/房产/283809.txt,房产,15.0
THUCNews/房产/269192.txt,房产,23.0
THUCNews/房产/277991.txt,房产,14.0
THUCNews/房产/266317.txt,房产,7.0
THUCNews/房产/271302.txt,房产,7.0
THUCNews/房产/272088.txt,房产,6.0
THUCNews/房产/274925.txt,房产,11.0
THUCNews/房产/272342.txt,房产,5.0
THUCNews/房产/273327.txt,房产,7.0
THUCNews/房产/265423.txt,房产,6.0
THUCNews/房产/270678.txt,房产,11.0
THUCNews/房产/274958.txt,房产,10.0
THUCNews/房产/267102.txt,房产,14.0
THUCNews/房产/269180.txt,房产,12.0
THUCNews/房产/270460.txt,房产,46.0
THUCNews/房产/278324.txt,房产,8.0
THUCNews/房产/281090.txt,房产,11.0
THUCNews/房产/270686.txt,房产,9.0
THUCNews/房产/266345.txt,房产,18.0
THUCNews/房产/268591.txt,房产,18.0
THUCNews/房产/275978.txt,房产,12.0
THUCNews/房产/281731.txt,房产,10.0
THUCNews/房产/267267.txt,房产,31.0
THUCNews/房产/269316.txt,房产,44.0
THUCNews/房产/280319.txt,房产,8.0
THUCNews/房产/278949.txt,房产,16.0
THUCNews/房产/279816.txt,房产,9.0
THUCNews/房产/267837.txt,房产,11.0
THUCNews/房产/277548.txt,房产,8.0
THUCNews/房产/283368.txt,房产,10.0
THUCNews/房产/266929.txt,房产,8.0
THUCNews/房产/280426.txt,房产,10.0
THUCNews/房产/266110.txt,房产,7.0
THUCNews/房产/271629.txt,房产,7.0
THUCNews/房产/265715.txt,房产,10.0
THUCNews/房产/270321.txt,房产,12.0
THUCNews/房产/272356.txt,房产,7.0
THUCNews/房产/270366.txt,房产,11.0
THUCNews/房产/279140.txt,房产,10.0
THUCNews/房产/272961.txt,房产,8.0
THUCNews/房产/272322.txt,房产,8.0
THUCNews/房产/277017.txt,房产,8.0
THUCNews/房产/265085.txt,房产,35.0
THUCNews/房产/281890.txt,房产,7.0
THUCNews/房产/269854.txt,房产,68.0
THUCNews/房产/282535.txt,房产,12.0
THUCNews/房产/279271.txt,房产,9.0
THUCNews/房产/269622.txt,房产,21.0
THUCNews/房产/264714.txt,房产,28.0
THUCNews/房产/274100.txt,房产,11.0
THUCNews/房产/266856.txt,房产,24.0
THUCNews/房产/264578.txt,房产,5.0
THUCNews/房产/270591.txt,房产,5.0
THUCNews/房产/273434.txt,房产,6.0
THUCNews/房产/275798.txt,房产,9.0
THUCNews/房产/271207.txt,房产,9.0
THUCNews/房产/266094.txt,房产,14.0
THUCNews/房产/266933.txt,房产,6.0
THUCNews/房产/278649.txt,房产,7.0
THUCNews/房产/273696.txt,房产,7.0
THUCNews/房产/266899.txt,房产,6.0
THUCNews/房产/276113.txt,房产,9.0
THUCNews/房产/281881.txt,房产,12.0
THUCNews/房产/280417.txt,房产,10.0
THUCNews/房产/275339.txt,房产,12.0
THUCNews/房产/269573.txt,房产,21.0
THUCNews/房产/265910.txt,房产,20.0
THUCNews/房产/273971.txt,房产,7.0
THUCNews/房产/277963.txt,房产,10.0
THUCNews/房产/275563.txt,房产,4.0
THUCNews/房产/270508.txt,房产,11.0
THUCNews/房产/276259.txt,房产,8.0
THUCNews/房产/267660.txt,房产,5.0
THUCNews/房产/282156.txt,房产,9.0
THUCNews/房产/281643.txt,房产,11.0
THUCNews/房产/274043.txt,房产,7.0
THUCNews/房产/274735.txt,房产,13.0
THUCNews/房产/269509.txt,房产,25.0
THUCNews/房产/267540.txt,房产,17.0
THUCNews/房产/271836.txt,房产,9.0
THUCNews/房产/279666.txt,房产,8.0
THUCNews/房产/269519.txt,房产,23.0
THUCNews/房产/265468.txt,房产,4.0
THUCNews/房产/271035.txt,房产,6.0
THUCNews/房产/281278.txt,房产,9.0
THUCNews/房产/277143.txt,房产,9.0
THUCNews/房产/282400.txt,房产,8.0
THUCNews/房产/266175.txt,房产,14.0
THUCNews/房产/280807.txt,房产,11.0
THUCNews/房产/273207.txt,房产,5.0
THUCNews/房产/264570.txt,房产,13.0
THUCNews/房产/278218.txt,房产,9.0
THUCNews/房产/276531.txt,房产,22.0
THUCNews/房产/270217.txt,房产,6.0
THUCNews/房产/269726.txt,房产,16.0
THUCNews/房产/276423.txt,房产,9.0
THUCNews/房产/281570.txt,房产,11.0
THUCNews/房产/265190.txt,房产,22.0
THUCNews/房产/268654.txt,房产,23.0
THUCNews/房产/281715.txt,房产,9.0
THUCNews/房产/270308.txt,房产,32.0
THUCNews/房产/274555.txt,房产,13.0
THUCNews/房产/282660.txt,房产,11.0
THUCNews/房产/280789.txt,房产,6.0
THUCNews/房产/265262.txt,房产,18.0
THUCNews/房产/279323.txt,房产,10.0
THUCNews/房产/273237.txt,房产,12.0
THUCNews/房产/279893.txt,房产,9.0
THUCNews/房产/266646.txt,房产,26.0
THUCNews/房产/280522.txt,房产,15.0
THUCNews/房产/264544.txt,房产,14.0
THUCNews/房产/280239.txt,房产,10.0
THUCNews/房产/277231.txt,房产,34.0
THUCNews/房产/280989.txt,房产,11.0
THUCNews/房产/279460.txt,房产,9.0
THUCNews/房产/266987.txt,房产,7.0
THUCNews/房产/274792.txt,房产,5.0
THUCNews/房产/270482.txt,房产,4.0
THUCNews/房产/270838.txt,房产,8.0
THUCNews/房产/275331.txt,房产,12.0
THUCNews/房产/282920.txt,房产,10.0
THUCNews/房产/279006.txt,房产,7.0
THUCNews/房产/270022.txt,房产,7.0
THUCNews/房产/268032.txt,房产,5.0
THUCNews/房产/281550.txt,房产,11.0
THUCNews/房产/282252.txt,房产,10.0
THUCNews/房产/274164.txt,房产,11.0
THUCNews/房产/279726.txt,房产,23.0
THUCNews/房产/267354.txt,房产,32.0
THUCNews/房产/266055.txt,房产,16.0
THUCNews/房产/278699.txt,房产,9.0
THUCNews/房产/267947.txt,房产,53.0
THUCNews/房产/276617.txt,房产,11.0
THUCNews/房产/273647.txt,房产,9.0
THUCNews/房产/275763.txt,房产,8.0
THUCNews/房产/280880.txt,房产,10.0
THUCNews/房产/268893.txt,房产,25.0
THUCNews/房产/281894.txt,房产,11.0
THUCNews/房产/269703.txt,房产,8.0
THUCNews/房产/273736.txt,房产,6.0
THUCNews/房产/267542.txt,房产,9.0
THUCNews/房产/281585.txt,房产,10.0
THUCNews/房产/271782.txt,房产,7.0
THUCNews/房产/274199.txt,房产,15.0
THUCNews/房产/272110.txt,房产,5.0
THUCNews/房产/278240.txt,房产,9.0
THUCNews/房产/266425.txt,房产,27.0
THUCNews/房产/277374.txt,房产,20.0
THUCNews/房产/276943.txt,房产,11.0
THUCNews/房产/268596.txt,房产,5.0
THUCNews/房产/268621.txt,房产,18.0
THUCNews/房产/265801.txt,房产,7.0
THUCNews/房产/273653.txt,房产,7.0
THUCNews/房产/284418.txt,房产,20.0
THUCNews/房产/265130.txt,房产,14.0
THUCNews/房产/265731.txt,房产,9.0
THUCNews/房产/283251.txt,房产,11.0
THUCNews/房产/272633.txt,房产,7.0
THUCNews/房产/276041.txt,房产,6.0
THUCNews/房产/283673.txt,房产,7.0
THUCNews/房产/269386.txt,房产,9.0
THUCNews/房产/280437.txt,房产,10.0
THUCNews/房产/283955.txt,房产,12.0
THUCNews/房产/279607.txt,房产,10.0
THUCNews/房产/269613.txt,房产,12.0
THUCNews/房产/275667.txt,房产,10.0
THUCNews/房产/264847.txt,房产,16.0
THUCNews/房产/276753.txt,房产,16.0
THUCNews/房产/283640.txt,房产,11.0
THUCNews/房产/277618.txt,房产,10.0
THUCNews/房产/281761.txt,房产,20.0
THUCNews/房产/279397.txt,房产,10.0
THUCNews/房产/267694.txt,房产,8.0
THUCNews/房产/266708.txt,房产,21.0
THUCNews/房产/267644.txt,房产,18.0
THUCNews/房产/264669.txt,房产,5.0
THUCNews/房产/266245.txt,房产,8.0
THUCNews/房产/279642.txt,房产,43.0
THUCNews/房产/280914.txt,房产,10.0
THUCNews/房产/266411.txt,房产,11.0
THUCNews/房产/265943.txt,房产,5.0
THUCNews/房产/280653.txt,房产,10.0
THUCNews/房产/271210.txt,房产,5.0
THUCNews/房产/264591.txt,房产,24.0
THUCNews/房产/266224.txt,房产,4.0
THUCNews/房产/268054.txt,房产,10.0
THUCNews/房产/277345.txt,房产,13.0
THUCNews/房产/270593.txt,房产,13.0
THUCNews/房产/278790.txt,房产,11.0
THUCNews/房产/277182.txt,房产,12.0
THUCNews/房产/268220.txt,房产,11.0
THUCNews/房产/279931.txt,房产,9.0
THUCNews/房产/278846.txt,房产,9.0
THUCNews/房产/281447.txt,房产,13.0
THUCNews/房产/281169.txt,房产,10.0
THUCNews/房产/280064.txt,房产,10.0
THUCNews/彩票/259017.txt,彩票,33.0
THUCNews/彩票/257582.txt,彩票,6.0
THUCNews/彩票/263169.txt,彩票,27.0
THUCNews/彩票/262788.txt,彩票,14.0
THUCNews/彩票/259467.txt,彩票,3.0
THUCNews/彩票/261956.txt,彩票,11.0
THUCNews/彩票/262570.txt,彩票,4.0
THUCNews/彩票/259987.txt,彩票,33.0
THUCNews/彩票/259038.txt,彩票,3.0
THUCNews/彩票/262310.txt,彩票,10.0
THUCNews/彩票/261729.txt,彩票,5.0
THUCNews/彩票/264226.txt,彩票,5.0
THUCNews/彩票/261860.txt,彩票,12.0
THUCNews/彩票/257042.txt,彩票,17.0
THUCNews/彩票/260171.txt,彩票,4.0
THUCNews/彩票/260799.txt,彩票,5.0
THUCNews/彩票/263923.txt,彩票,7.0
THUCNews/彩票/259416.txt,彩票,34.0
THUCNews/彩票/259287.txt,彩票,9.0
THUCNews/彩票/261915.txt,彩票,9.0
THUCNews/彩票/258838.txt,彩票,23.0
THUCNews/彩票/260508.txt,彩票,33.0
THUCNews/彩票/258541.txt,彩票,13.0
THUCNews/彩票/263461.txt,彩票,4.0
THUCNews/彩票/264036.txt,彩票,7.0
THUCNews/彩票/263488.txt,彩票,4.0
THUCNews/彩票/263224.txt,彩票,5.0
THUCNews/彩票/263667.txt,彩票,34.0
THUCNews/彩票/258841.txt,彩票,17.0
THUCNews/彩票/258742.txt,彩票,3.0
THUCNews/彩票/257541.txt,彩票,4.0
THUCNews/彩票/258812.txt,彩票,9.0
THUCNews/彩票/262591.txt,彩票,12.0
THUCNews/彩票/261150.txt,彩票,20.0
THUCNews/彩票/260118.txt,彩票,22.0
THUCNews/彩票/261724.txt,彩票,31.0
THUCNews/彩票/260207.txt,彩票,5.0
THUCNews/彩票/263147.txt,彩票,31.0
THUCNews/彩票/257803.txt,彩票,8.0
THUCNews/彩票/258626.txt,彩票,14.0
THUCNews/彩票/258387.txt,彩票,4.0
THUCNews/彩票/261154.txt,彩票,19.0
THUCNews/彩票/260090.txt,彩票,22.0
THUCNews/彩票/261854.txt,彩票,4.0
THUCNews/彩票/263422.txt,彩票,3.0
THUCNews/彩票/259285.txt,彩票,31.0
THUCNews/彩票/264133.txt,彩票,11.0
THUCNews/彩票/262849.txt,彩票,10.0
THUCNews/彩票/260569.txt,彩票,9.0
THUCNews/彩票/262613.txt,彩票,68.0
THUCNews/彩票/259753.txt,彩票,22.0
THUCNews/彩票/257849.txt,彩票,4.0
THUCNews/彩票/264087.txt,彩票,15.0
THUCNews/彩票/256917.txt,彩票,7.0
THUCNews/彩票/262083.txt,彩票,17.0
THUCNews/彩票/260720.txt,彩票,5.0
THUCNews/彩票/259324.txt,彩票,31.0
THUCNews/彩票/256935.txt,彩票,32.0
THUCNews/彩票/260797.txt,彩票,30.0
THUCNews/彩票/261226.txt,彩票,7.0
THUCNews/彩票/260702.txt,彩票,6.0
THUCNews/彩票/259661.txt,彩票,29.0
THUCNews/彩票/257476.txt,彩票,13.0
THUCNews/彩票/262629.txt,彩票,4.0
THUCNews/彩票/259559.txt,彩票,9.0
THUCNews/彩票/261242.txt,彩票,6.0
THUCNews/彩票/261097.txt,彩票,3.0
THUCNews/彩票/263751.txt,彩票,32.0
THUCNews/彩票/261353.txt,彩票,4.0
THUCNews/彩票/256937.txt,彩票,11.0
THUCNews/彩票/261054.txt,彩票,3.0
THUCNews/彩票/263898.txt,彩票,30.0
THUCNews/彩票/258982.txt,彩票,3.0
THUCNews/彩票/260191.txt,彩票,21.0
THUCNews/彩票/260724.txt,彩票,6.0
THUCNews/彩票/257510.txt,彩票,23.0
THUCNews/彩票/261444.txt,彩票,45.0
THUCNews/彩票/262351.txt,彩票,11.0
THUCNews/彩票/257740.txt,彩票,15.0
THUCNews/彩票/259877.txt,彩票,7.0
THUCNews/彩票/261424.txt,彩票,31.0
THUCNews/彩票/263238.txt,彩票,13.0
THUCNews/彩票/258582.txt,彩票,22.0
THUCNews/彩票/263590.txt,彩票,11.0
THUCNews/彩票/262777.txt,彩票,25.0
THUCNews/彩票/261918.txt,彩票,17.0
THUCNews/彩票/264382.txt,彩票,25.0
THUCNews/彩票/261006.txt,彩票,33.0
THUCNews/彩票/263486.txt,彩票,11.0
THUCNews/彩票/257821.txt,彩票,17.0
THUCNews/彩票/261925.txt,彩票,5.0
THUCNews/彩票/261510.txt,彩票,40.0
THUCNews/彩票/259077.txt,彩票,6.0
THUCNews/彩票/260305.txt,彩票,4.0
THUCNews/彩票/258861.txt,彩票,15.0
THUCNews/彩票/262217.txt,彩票,11.0
THUCNews/彩票/258356.txt,彩票,30.0
THUCNews/彩票/261098.txt,彩票,3.0
THUCNews/彩票/256980.txt,彩票,11.0
THUCNews/彩票/259217.txt,彩票,34.0
THUCNews/彩票/260664.txt,彩票,6.0
THUCNews/彩票/260914.txt,彩票,5.0
THUCNews/彩票/259933.txt,彩票,4.0
THUCNews/彩票/258505.txt,彩票,30.0
THUCNews/彩票/260288.txt,彩票,23.0
THUCNews/彩票/259680.txt,彩票,4.0
THUCNews/彩票/260952.txt,彩票,4.0
THUCNews/彩票/262573.txt,彩票,15.0
THUCNews/彩票/258683.txt,彩票,34.0
THUCNews/彩票/263402.txt,彩票,8.0
THUCNews/彩票/260178.txt,彩票,6.0
THUCNews/彩票/261899.txt,彩票,4.0
THUCNews/彩票/257055.txt,彩票,11.0
THUCNews/彩票/258158.txt,彩票,15.0
THUCNews/彩票/263479.txt,彩票,21.0
THUCNews/彩票/258954.txt,彩票,33.0
THUCNews/彩票/262279.txt,彩票,7.0
THUCNews/彩票/261592.txt,彩票,12.0
THUCNews/彩票/261748.txt,彩票,32.0
THUCNews/彩票/260335.txt,彩票,11.0
THUCNews/彩票/257302.txt,彩票,10.0
THUCNews/彩票/259270.txt,彩票,31.0
THUCNews/彩票/263846.txt,彩票,15.0
THUCNews/彩票/258533.txt,彩票,11.0
THUCNews/彩票/261218.txt,彩票,33.0
THUCNews/彩票/263687.txt,彩票,20.0
THUCNews/彩票/258099.txt,彩票,24.0
THUCNews/彩票/263603.txt,彩票,19.0
THUCNews/彩票/263168.txt,彩票,11.0
THUCNews/彩票/262187.txt,彩票,9.0
THUCNews/彩票/259442.txt,彩票,8.0
THUCNews/彩票/262497.txt,彩票,11.0
THUCNews/彩票/261389.txt,彩票,7.0
THUCNews/彩票/257907.txt,彩票,14.0
THUCNews/彩票/260896.txt,彩票,20.0
THUCNews/彩票/263233.txt,彩票,7.0
THUCNews/彩票/263409.txt,彩票,8.0
THUCNews/彩票/260001.txt,彩票,4.0
THUCNews/彩票/261117.txt,彩票,3.0
THUCNews/彩票/260972.txt,彩票,23.0
THUCNews/彩票/258296.txt,彩票,8.0
THUCNews/彩票/263631.txt,彩票,30.0
THUCNews/彩票/258697.txt,彩票,7.0
THUCNews/彩票/258226.txt,彩票,4.0
THUCNews/彩票/261675.txt,彩票,13.0
THUCNews/彩票/259489.txt,彩票,7.0
THUCNews/彩票/263924.txt,彩票,14.0
THUCNews/彩票/259360.txt,彩票,35.0
THUCNews/彩票/263278.txt,彩票,4.0
THUCNews/彩票/257877.txt,彩票,26.0
THUCNews/彩票/260715.txt,彩票,8.0
THUCNews/彩票/257076.txt,彩票,18.0
THUCNews/彩票/257388.txt,彩票,3.0
THUCNews/彩票/261679.txt,彩票,6.0
THUCNews/彩票/263939.txt,彩票,7.0
THUCNews/彩票/263189.txt,彩票,7.0
THUCNews/彩票/258440.txt,彩票,4.0
THUCNews/彩票/261541.txt,彩票,16.0
THUCNews/彩票/262947.txt,彩票,8.0
THUCNews/彩票/264273.txt,彩票,7.0
THUCNews/彩票/259261.txt,彩票,5.0
THUCNews/彩票/259089.txt,彩票,9.0
THUCNews/彩票/262992.txt,彩票,11.0
THUCNews/彩票/259631.txt,彩票,31.0
THUCNews/彩票/261620.txt,彩票,31.0
THUCNews/彩票/257312.txt,彩票,11.0
THUCNews/彩票/260284.txt,彩票,13.0
THUCNews/彩票/260548.txt,彩票,16.0
THUCNews/彩票/263372.txt,彩票,35.0
THUCNews/彩票/264235.txt,彩票,4.0
THUCNews/彩票/264067.txt,彩票,5.0
THUCNews/彩票/263216.txt,彩票,5.0
THUCNews/彩票/263778.txt,彩票,9.0
THUCNews/彩票/262614.txt,彩票,23.0
THUCNews/彩票/259329.txt,彩票,33.0
THUCNews/彩票/258926.txt,彩票,16.0
THUCNews/彩票/259141.txt,彩票,14.0
THUCNews/彩票/261315.txt,彩票,9.0
THUCNews/彩票/261110.txt,彩票,6.0
THUCNews/彩票/259651.txt,彩票,45.0
THUCNews/彩票/262584.txt,彩票,5.0
THUCNews/彩票/257717.txt,彩票,18.0
THUCNews/彩票/263944.txt,彩票,9.0
THUCNews/彩票/257916.txt,彩票,22.0
THUCNews/彩票/258010.txt,彩票,3.0
THUCNews/彩票/263557.txt,彩票,8.0
THUCNews/彩票/261986.txt,彩票,8.0
THUCNews/彩票/262092.txt,彩票,28.0
THUCNews/彩票/256880.txt,彩票,20.0
THUCNews/彩票/263214.txt,彩票,10.0
THUCNews/彩票/264021.txt,彩票,12.0
THUCNews/彩票/261146.txt,彩票,4.0
THUCNews/彩票/260731.txt,彩票,4.0
THUCNews/彩票/263324.txt,彩票,11.0
THUCNews/彩票/259853.txt,彩票,33.0
THUCNews/彩票/257792.txt,彩票,16.0
THUCNews/彩票/264353.txt,彩票,5.0
THUCNews/彩票/263935.txt,彩票,32.0
THUCNews/彩票/261837.txt,彩票,6.0
THUCNews/彩票/262833.txt,彩票,9.0
THUCNews/彩票/258353.txt,彩票,3.0
THUCNews/彩票/257945.txt,彩票,7.0
THUCNews/彩票/258287.txt,彩票,17.0
THUCNews/彩票/259946.txt,彩票,24.0
THUCNews/彩票/259183.txt,彩票,5.0
THUCNews/彩票/260366.txt,彩票,3.0
THUCNews/彩票/262873.txt,彩票,33.0
THUCNews/彩票/258867.txt,彩票,21.0
THUCNews/彩票/261717.txt,彩票,9.0
THUCNews/彩票/257003.txt,彩票,10.0
THUCNews/彩票/257188.txt,彩票,5.0
THUCNews/彩票/256887.txt,彩票,17.0
THUCNews/彩票/263873.txt,彩票,47.0
THUCNews/彩票/259956.txt,彩票,18.0
THUCNews/彩票/258329.txt,彩票,19.0
THUCNews/彩票/263251.txt,彩票,32.0
THUCNews/彩票/261698.txt,彩票,17.0
THUCNews/彩票/259477.txt,彩票,31.0
THUCNews/彩票/262176.txt,彩票,4.0
THUCNews/彩票/261052.txt,彩票,11.0
THUCNews/彩票/260858.txt,彩票,15.0
THUCNews/彩票/262531.txt,彩票,17.0
THUCNews/彩票/263343.txt,彩票,7.0
THUCNews/彩票/261573.txt,彩票,8.0
THUCNews/彩票/262343.txt,彩票,5.0
THUCNews/彩票/260521.txt,彩票,12.0
THUCNews/彩票/256966.txt,彩票,29.0
THUCNews/彩票/264267.txt,彩票,11.0
THUCNews/彩票/260688.txt,彩票,7.0
THUCNews/彩票/258109.txt,彩票,15.0
THUCNews/彩票/262692.txt,彩票,30.0
THUCNews/彩票/259859.txt,彩票,43.0
THUCNews/彩票/261322.txt,彩票,15.0
THUCNews/彩票/260884.txt,彩票,33.0
THUCNews/彩票/260269.txt,彩票,4.0
THUCNews/彩票/264333.txt,彩票,11.0
THUCNews/彩票/259251.txt,彩票,6.0
THUCNews/彩票/258699.txt,彩票,15.0
THUCNews/彩票/258957.txt,彩票,17.0
THUCNews/彩票/257084.txt,彩票,14.0
THUCNews/彩票/262887.txt,彩票,3.0
THUCNews/彩票/263746.txt,彩票,8.0
THUCNews/彩票/263869.txt,彩票,10.0
THUCNews/彩票/262854.txt,彩票,32.0
THUCNews/彩票/261271.txt,彩票,12.0
THUCNews/彩票/257008.txt,彩票,20.0
THUCNews/彩票/258772.txt,彩票,32.0
THUCNews/彩票/263975.txt,彩票,30.0
THUCNews/彩票/259952.txt,彩票,3.0
THUCNews/彩票/260822.txt,彩票,13.0
THUCNews/彩票/257861.txt,彩票,17.0
THUCNews/彩票/263109.txt,彩票,8.0
THUCNews/彩票/263281.txt,彩票,33.0
THUCNews/彩票/263483.txt,彩票,13.0
THUCNews/彩票/261196.txt,彩票,4.0
THUCNews/彩票/258148.txt,彩票,6.0
THUCNews/彩票/262030.txt,彩票,32.0
THUCNews/彩票/260756.txt,彩票,17.0
THUCNews/彩票/262250.txt,彩票,23.0
THUCNews/彩票/263199.txt,彩票,7.0
THUCNews/彩票/263240.txt,彩票,21.0
THUCNews/彩票/259783.txt,彩票,23.0
THUCNews/彩票/258355.txt,彩票,16.0
